cooler_id,failure_probability
73fdfa93d77a383f05a0145ef3f1eb3b2979ef4930a771d9871857bdf57935ce,0.0143
428fb2f2dc216599e801c065733e5d507b9813292e0284864ed877fdc6b68f28,0.0143
264d4236dff2e437d52e6c7ef0864c63dd601d10600fb788585119726fd79813,0.0141
3b6db16b46df36b61ce5e7d65bf0576ca252f9313a66209dc68f0aa63c090e20,0.0137
1e3954467fe2dc8650b0855ba6c628c07b58ef424bfbf2d2b2c3c67045ea3b19,0.0136
49e81aa8cee7c82cde9f2e65e1430cac7aaeb1cea5867a695aabae05c79adb4b,0.0134
269900e34d7980cbda15ec68a5fc61199c14e19f3481a4f7aac2941a162b6e77,0.0134
4dd67f5c0650dab391aa68920e912bfe0428e7c88c4db6fb62a9c9c250b1821f,0.0133
02beeaf93d578974c6c7ec2dd7f369760e3b0fe0efdab4011bbc96c3c8025f25,0.0131
28720cfef243a3474a4a22b8f2e6f74a0f9b731a71dfc0b84a7f8f1972d6a27f,0.0131
12e66fc0f0473d3add93079830e0bb1266dc848537a9cb7de02e562b7e7a35af,0.0131
e64ca92f59733bb6381fe4b88febb8ec68d2883a23c89785b10e3e5d1299c4e7,0.0130
da83145865dd938ae50debf02b72b5aabbdd6036863da647a8dbb6c33e3037d3,0.0129
44d845aa5362139b2128ea18e8e8c71fdba7a9bffc1fdb5e483c724d1219656c,0.0129
094425d5fb0dce4a019bff9caa6e8d77a2506351db9053ac457694d04d3fee1c,0.0126
ef82995c54c21f11e9ec3e0928a90f695eb5b0cd56cc83f06ede1f7a3a4592a1,0.0126
997c3b9b93dcfd132dbaf5fa2e11202cc4b486769e185bc59d59072af023c56d,0.0125
da9c2a0dd91b9add83cfeae2a9d1668d5a648f869c77ebe8e4cce2dfc6b720a6,0.0124
597941a475461f1e8942937a6b60cb2e2b61af24f977bb5e572ef318fbaff435,0.0124
ba00f380dc13a2ab8cb777a1f89f7ed9e254b47cbf59d3f7b54c9ccbd3a6ec32,0.0121
13d9d3d4571d66ccf89747adcb21f5377d749ab30e3954f5a1a5b0d157d4944d,0.0121
cd71746ffa8c6212cc9bf8104ddd28a411ca3587496e6a931ae5e97ff044c0fd,0.0119
95570258f4739ca3e6faeee03c05e815928e08df0283a4b974e91127a543ff00,0.0118
feed7e65d0e4a7f88aa1ba773e4b6e9e6eb1067cdb5d97bd032a44adae64efee,0.0117
6d2e249cdac98cdd5cee87d6166d86e0836206092ac54e3d0ebf3275bf7856d0,0.0114
44e3dafd728aec15f54d957bed9bcc6116c19b6e5a6d25f5aa9b6b8607ee59cf,0.0113
1d6e2ac0b67928f4bf2ee4de18743bbb8ff6c611dfdd8642af2813fc9ad4f2c1,0.0113
8e75e4bdf6ba347fce60271cb6bcd2574d0db5cde6ab0b60e9f9989aec212ef3,0.0113
2ba3337c42f717c5d352013e7bd85a4b4ddcdf592801b29d69766dd3bf0a5c4b,0.0112
4ba39bf4e3272a14cabc8bb478724e455f5e7f6bb04b3bb9ee840359cd2fe504,0.0112
20777280b35ad064987de693d9da68f0c5cf3863288c41aadea6c19cfa717f98,0.0112
8c23cc35a965e01affe215db22e5be71b86189f4d6f9c0f9e3d96084ab18e27d,0.0111
dfd77a077cd2e0562ff2a4a9fd9c98c1c0c34657a0490dd0eaf41bec232e448f,0.0110
47d0fe2973b9efc2e58f693a831e3c03da2a5e1f3895dcba1b35aae8ca1bc51f,0.0109
996c70694e65ce5d6ad62b8e66b01d714debc5b59f6572df4f95191e08bb9ab1,0.0108
a719b472cdd71a8a2dccc6a721730a56975a202237ad22dc6fc5c315b81f15b6,0.0107
cfae4ac98e09013023ef4723ee1f79f34684f60a2b1ccaeef05ef359170e81be,0.0106
5f6e4d0520586d28e55d29544c3b0013a290d5a443b0925174581678afed57cc,0.0106
777048d42e891824d93cb5f9d86955620061f9d79c0e04389a0e5da76056bd51,0.0105
263660cb47860fb1180e39fb20f2188f3133ebd826cc13515227f03cc30e1847,0.0104
dca444c04b8e0f956ed0197d04fd0d4dfb3d56cf26e867361056e5225c818b26,0.0104
133d51de638486146ff2ee7200d8b9802bc957628fc620fc88dec7d74e275b94,0.0104
c3b701d7ce834cb58298c2658188e23b597ebb23f56b638aab9c79fa39bb0bf3,0.0102
1c6d90b1c146de2b7027cc6e80c17a65d36c243dd0694f23dc1459767dcf6c2b,0.0101
5987ea554158f4b2fcb257ccfa1a86d3eff4223ad105df29788965671d0be517,0.0101
bd175eedf70a5ab50cf2f2745e2f5aa3c2483e8642fd933759ff2d810e6b7e43,0.0100
c566f2facfa446f87ebf2334fade977429b46f8782271fc7c0a4d9bf9ae1a897,0.0099
30d5863325186e235666f379a261e1806dd89df8e9d9cc9686597426533843f1,0.0099
4943061d11c804ad715dbf51aa5a3e2a6a19c2bfcd9b6c3e59dbbbc6aa24337f,0.0097
011350dc189a41185075f2cf1df6d260113aaa6db8dab3b1f7c9ae7008505d70,0.0097
7519ebbfef27b9c297eaea4c7170c83a5165f499507e70f6f4f38727f381f4c1,0.0097
667aac06dc6ca7fa06faae0c1deef2e52dcb8b0e6790d72f97ad84e5705b1b9a,0.0096
3cf1acc1086eddfda0d166024e1690b582ca43223d5b1f19e9f9193b960c6f2f,0.0095
81ae5d91c3b63ce6354acac97dd06912ffb4e278c2fb46c803e256b14b4ade29,0.0094
5b821f2cd121c8131e0bd654b1834ba14b549dd0d6461f54d9da9c3333c8f342,0.0094
faddd34201473d27d0701ea083f9984a094dfa24ff1e6ee72b1228bcd3e1dcfc,0.0093
8337bb7532ad021d2ff4a5212e10c3b3c19bae7197ad8389538f440bf77bdc9f,0.0093
3687535ca01baf14adad42ad89d1808fec29be86c7b65e74ecc61b36c972cc95,0.0090
e64611b32d0b5faf85ac244acc43d375e9ee176e385bdc46820f9b86c77dc4e6,0.0089
39a970e149039b6454440c6e578bf016cc635c479744ca33196525361840c091,0.0089
75994ede458189c8a930c9c7e8c283d5859d7dbb6737858efb0c8c14fd7cf869,0.0089
86e870767f23e7505215583776f0937584afb91dd81c27fdf1ee4ec3720f281d,0.0089
c334da0dc193926225972c4b9a9a1f85a0aeba120ccfc87e21778491a1076766,0.0088
96391958ac80eecf52c3145161275347c67c8e74e3b23ae7501daa1abb6914ae,0.0087
5505622bb86b6f63b7b86370028fffce29e578c86e64d7672f3f43cb8a0fd6f2,0.0086
048ccee3293ed97169287e8cca3777318318254964ae3b76afe3bbd4b3f6514d,0.0086
d28680ebf486451ce22e3be68084138899eddb81a3762535cde260a8ba7a70a1,0.0084
2c75e198dca1e4f2299b275b0132c1dcabe514a6f194dfaefccf884304d09c22,0.0084
802f29317e70c9e7a410793470a8df6c3766b565caeead91517f4ffde425bc07,0.0083
f54ce7914fe6c9c797efa31d575452ad3429c44a9c2999bfa6126f8043687cd1,0.0083
5273f6235b3b1f7965a75b22ad357929925ed6aa5a6a38fb65ce5798d84179e4,0.0082
002cf495266f8062dd3bc307c17498bbcdbab860367fa893e7fc1cea49334b1b,0.0082
183d695c6fd33e6515104a2e3d16736a07599aad01f7aeeae06c3d5a362e8711,0.0082
794de42e72007eb4a257d76fd56afed08565b298af9bac731e0f7331f634bf11,0.0081
dda7fa88fe1a68175167e7eb15ba6ea71a626e3e7e6321a1f2ca997561e23d9c,0.0080
030e438d0a78a44734991561d74661ffdc986a1447906069a1f019fe30a5b7d7,0.0080
8d953f65de99ed298534d36d562965b98408b43a6e6f74614132fe1ca7c69451,0.0080
0e764fdac83a24ee1a7d29eacbf1d8b2202a242505b35f76b8cd6f7e1042dd55,0.0078
ae3a2d0b5b4bd282c1d78fb6874ef75b6fafd7a1a93d2b5b43a04324046f4f30,0.0078
95f956927e75ecd2468282f50f85250b1a348fa1939e6e2d2d2eac1dcb0f2b98,0.0078
452ed7a51bdcbe251c3edfab80760a5ebefe1c5501fcd6fb082c5fe2f0189aa6,0.0078
52674999e78714d251beef77c06cbb9431292f7ba78923080fce9bbdb81a87c4,0.0077
5faaddf46ad78605be9a2a7f76de2dd5bafa831c3add2509da8d2e34acf476d2,0.0077
2edd685231bb042016400c6db003ee7bdf7edb3d0953ba0637bea46576eeb790,0.0075
6de5760733fb2168c694bb65023285b80266645aadde2218780ff54815a07736,0.0073
e1dcfd4ada46bb7fcb6fcdaecd2607cd2f9c723073e915eebce42f6921561a42,0.0073
959c85b27b906e73f39a4af740a7aa3f0b99b96f3103125f8b99bcd2d3999d05,0.0073
feca6abe4f69afc4e197643cf0a825a8b49b72f6762d15ea3d54f3313d516fc9,0.0072
749ee2b4a6f484efd4c3c3ec86e1babc94129d43b4d4e28bfe1e7791178d2741,0.0071
313a7795f2f8642f4bdc93a4c435479366169162085067e040cdbf68d0d1bbdd,0.0071
9b767337348cedfaac819fd8c5d082eb8bd606e9cdaa8da30b57803837cf5a53,0.0070
d6e77c5306fcad44843627afcac3d4ce687569c6d84aef1538004da6302b9d9a,0.0070
84d59aa4837e8152361b689ad11702ccab7277858a6eb9499421b6cb17b18721,0.0069
b93706b314cad036c54f0539bba778cc292c2329eb670e32f0b94dc3989b4d2a,0.0068
9357faacf2a9de73bc5e99b94bf92e638e69b7218038255d2aea8e89bdb92e31,0.0068
25758db25b3c5c0d9365231e1dab7af2b3d2f89f52e0b3a54de5d93e30a2344b,0.0067
a93b4b68e145fea931dd6ca3430f0960c4a62401c40160f86eb26d970c9b1651,0.0066
8d0c3defbbfe4c9d632a666ce26323a16733fb8b103779964454c184bda07e3a,0.0066
28f9d9c582bdc34f977fa2156fa229ffacb8a4be81639408d840b1a0a165f49f,0.0065
53f1d99d33b67497ab7842c01135fc04b785bdc6e22d561ee305a280c43b1b5e,0.0064
47209f657b5764eed00d5270733741a6269315f5ff05cad23ea99f7ff1db932e,0.0064
3d11e1c80279cb14b92c378fdf74609348e3f6d27236ccd16b6f6705fe01edcb,0.0064
4735491effbfa73cad3ee0139c974b8eacc154886d91249233b5f814dde0b49f,0.0063
dcac3247e38ff3ba1301e174df51886e0316cc7b77da3912594a3eb97db1f267,0.0063
3f80e929e37575bd6d7961f7d9fd97fdbec3e1ff118e735a7d5a8d36a9db21f7,0.0063
edfd95b42db30abac237a97c3b165b42eb23f7b1d7c455d8e2c8d14c5884ced4,0.0063
22c90ee503bd8d307ab1975ccee94b678a5cdbb67478e45c68274eced1a9b6b8,0.0063
ba39905bae59c4300a32764f2906299303453282a8d6f4ead1883c0199739b84,0.0062
9357a0d47b2c9d2d30c86c714aac2608abfd3e5e9d1c68f837b884cfe2394d96,0.0061
3ec2f8b2928da40e948b03c72ce06c636c370247fca53601238cc20b008ff4e5,0.0061
46c1116bdbd3f7f6dc97ec83332130522f1a7aace6340a9c59eb261555be7251,0.0060
b70876a4b35ff456c4566c5521dbad1754fe353d93bca4588c288caf2ba91fff,0.0060
b214e08e39aab5e75c58feac31667ff47799f88a84ff696304ca236aacab6f64,0.0059
3c4dda1a05f8ef0bec3843b5aac745235c73050ac1fab31b6982fc917a5c6f03,0.0059
ca468f485d83cc0af45d506d5579d0a95f5b382ecf890d8bbb16f9a26899053f,0.0058
c8daaa5ffa41d8a6a48185e440aea6e9b3f8dd6fab3204ca15622443cd72bd64,0.0058
0e0855ace17688b01a53b1f531f932ba2744eb0869295d29ca808c2d54701f11,0.0058
9785a70df07ac17ccfc1e9713ec4939362a6177023f50a14d21499c92cf5d123,0.0058
cc452d9b166b345dada3d7e7993ac209bec815525ebabb0aac236d932083689c,0.0057
d540ef15d875edd91d8665fbc65169c042c5583b8b8228235b1c6daeb481085f,0.0057
0d82fe2fb1752b5b6cd0fdda05c99162715f3fbae9f00962c1740cb320cef56f,0.0057
24dc2f0de204307e8da80972db6f8705694ced2e714f0d5c715d687d047ec19c,0.0057
dc789a75abbfed6ed630ba2890c82c688ed061ad765cb1e4adf094e27643d887,0.0056
93ed750daf72142d21f64faee4daf9191d685916a4fc89249a659392b4b1bb09,0.0056
eb3900d8f0d40a343433ef8b50746d93697d32fb91ddad38f0a2b6e843c047f3,0.0056
5b2b3af0bdf513494dcdde5c526ec2c5ebac77aceff17179519a9ef49b5be45d,0.0056
98a4c48ae452c354059b7726af16c10496b462caf2d51b83c9878f50f4e06747,0.0055
2409ce91a4fba5c57409d0c419e70351b9026475339daa0fbb0de8ba098ac94b,0.0055
90ca63413bd2557ef098201fe4bc0654029ff4012ac14f91d0d7b5c65f4677a9,0.0055
7aa9669a7d34521806a8dbdca9c9cc1b4a159adf65d3b9b20140c989611dfc73,0.0055
614fd40913e836ee729390d3c69d1af58ddac5ed1437b648f92406dbc114075b,0.0055
b8f59e696f48025abf97d70baaaa453e0d71ffde2811fa1e3d3da31f5db5df28,0.0055
b70fd5c7418d451cbced7b09c496055aad7cf4b8744ac24d6533e23f44a0fba0,0.0055
b19262271fab46781d1f1dc38ea66434e97c8c8be7c1b3d398de07b3c4409b7a,0.0055
1912594efd454f166f17a2b73708e6f2848b8a93080a0563d3e1c5397f7ceb3c,0.0054
a17e4f4e1e5d276a28a93bfc362d9697e8c6ece44be33791b727952c428d1327,0.0053
97f095d319d5e8d849e20eb74cfd063cf474f1ae66b5d171530b90aa6d1b1159,0.0053
2b07e087fb58a1aef40e999d9faabc8761eb3ab1cb2b263f40fd0984d291467e,0.0053
709dd1e6bd61e07cac129c82a596b2cf7879f554f14c8bc99125dc98bccc8546,0.0053
7e6adcd768674ef60ca82c2f3a9200a7264b3f0076787cb7220a4c612489623d,0.0052
cfebae9a72dc72cb0ee9a6bcb8539e8d06a85afa6b269f4b190408895d3b0c37,0.0052
092f81783f1e67c8de0b2f65a00cad3d9395bded5f41f59166d0b42f37b7abc9,0.0052
0ec16dc0b4e812c130449a10d7d55255bcb74317fa1dbc3b4d8eaf1104226e6e,0.0052
2db1b1331ce5e73c3951d99eaba13510deccc6ed0ed01f7c4dcd300923add585,0.0052
e1e0f9134c36b516d7014012a01c24d7ebc0128d97722d6766511fc5166184bd,0.0052
adfd6a3a102ea32a59f6303803c1a6e2372a678c12eae2744bfbb734202ff545,0.0052
9ddf8fc2ea1a9a16299736b2a73a495b1d6e4ac9a7946696f72088ef80f0b618,0.0051
63615233469d235f56fc85e430de65c80df6741f0478a2b06ab59607f052fa72,0.0050
7deab294af199289d7c48d6fa41f6ec7486b2b1a0f975ad920704095e5c86602,0.0050
